Height,Weight
159.1436939669944,75.13121287418113
179.97345446583586,77.997527852922
172.82978498051992,88.7769137373196
154.93705286081908,73.16315843847903
164.21399748031465,73.86476261157223
186.51436537097152,82.89815290094936
145.73320756606927,65.1473319728205
165.71087371143824,69.99335782042732
182.65936258705534,81.72070046788487
161.33259597734897,73.9930857734423
163.21113848377945,76.3427203955669
169.0529103106311,78.97225853550566
184.91389626124288,81.83686558472962
163.61098003315348,66.54452975230942
165.56018040353933,71.15656805042548
165.65648724381484,82.60638447377862
192.05930082725456,90.90697693931429
191.86786088973787,88.18863533190292
180.04053897878876,77.21177131665434
173.86186399174855,78.25606457115575
177.3736857589624,73.53981516322068
184.907320281508,80.44860974819822
160.64166131597608,71.06273088376327
181.75829044782103,79.9830310421934
157.46119332250987,75.6405466504095
163.6224849754659,66.53648866878241
179.071051958003,76.25481202352559
155.71319299774032,63.19749699387206
168.59931279811335,69.68292469571175
161.38245104140316,73.24238245086467
167.44380629469404,67.34751016733097
142.01410894539276,67.67569291961493
152.28466895490152,67.2940221450003
163.00122765402082,73.69449410693926
179.27462431758582,82.28646463289964
168.26364317209783,73.54780682618608
170.0284591589681,81.67520520030253
176.88222711102284,78.62528856632211
161.20463656990947,75.5124377326546
172.83627323807292,76.78076104334656
161.94633481934383,74.33022260582935
152.72330505879393,70.12380062724708
166.09100206244898,75.99080062537969
175.73805862405058,74.21058713271816
173.385890509998,80.20302958223631
169.8816950552118,74.85197782934733
193.92365265937727,90.41808384916936
174.12912160308778,67.59563749932799
179.78736005937347,73.5787309164433
192.38143338497952,88.38887283391594
157.0591467683875,79.99125397130052
159.61211789795047,76.0007467881339
187.4371222512293,80.9344503420533
162.01937264758936,64.44845561452544
170.2968323030333,80.34700564217309
180.6931596942435,80.90900575219482
178.9070639129317,83.46169985029118
187.5488618198111,84.97348142996896
184.9564413703347,83.3786132422531
180.69392669705738,96.1053942431417
162.2729128575281,72.99216098065975
177.94862667793217,79.28065595880315
173.14271994506868,77.3069805982608
156.73734540059544,67.61412184672966
184.17299046476853,87.82851018272241
178.07236534578567,78.36379273669681
170.45490080631097,79.8844188910629
167.66907939015587,76.87410087463792
158.01698855299213,77.2025741595086
171.99524073558632,79.49875631595566
174.68439119445645,72.54105213276718
161.68845015756722,66.12736364563554
181.6220404909953,88.77176395133239
159.02796953516966,68.51903227450414
148.7689964995756,60.34303552586076
180.397270908927,77.83067890966836
165.96633961897894,81.00797926338056
168.73970414686985,68.83180187134887
161.62483277174948,68.39869872848922
153.94037239282596,65.93913003278908
182.5523737472422,75.89261881889303
163.11131016153078,67.47845288013053
186.6095248814794,76.38374632034744
178.0730818621073,77.82694977226468
166.8524185328254,73.309044181071
159.14097598873133,68.20074842391257
162.67538013279542,64.93543186491974
157.8747686890483,77.3103256443517
190.87113359588184,79.24661597228602
171.64441230229824,78.63015409614857
181.50205542546632,76.30209197586548
157.32647950989772,74.13850011316163
171.81035129597004,82.09381985902233
181.7786193880858,77.41231079150033
166.64989238066985,65.3738729228158
180.31114458921743,84.6189516608459
159.15432087994233,80.99844712954223
156.36528455381415,72.44285074867854
173.79400612078138,79.01002486175021
166.2082356542745,78.89250909247446
176.4205468927183,83.21452033170833
150.22112068479552,63.454560139352935
177.12264635470518,76.40943430613409
195.98303927269313,91.24798542299146
169.7537401856852,75.66911634615687
170.3414212890984,83.23666755941204
171.7954948463868,73.78626194523027
151.38024289208212,71.87415888577937
174.2614663969031,80.13084978545254
153.94590255984036,68.64346833337999
165.72320401876195,80.4549956676159
182.42869549603736,85.49327063755396
162.64783043899922,68.16668793063914
175.012489895674,81.95671385515254
180.1273905395637,87.93227890027467
172.78740856096,77.10211040750887
156.29051529905394,69.08745263264942
166.67524724648587,71.65562552270102
189.59411342388285,85.24933161237053
149.7495423700253,70.81829749677594
